Title,Genres,Release Date,Studio,Critic Score,Audience Score,Hint,Vibe Emojis,Description,TMDB Genres,TMDB Year,TMDB Studio,TMDB Rating,TMDB Number of Ratings,TMDB Country,TMDB Language,TMDB Poster URL,TMDB Trailer Link,TMDB Description,TMDB Runtime,TMDB Budget,TMDB Revenue,TMDB Popularity
30 Minutes or Less,"Action, Comedy, Crime",2011-08-12,Columbia Pictures,45,N/A,A delivery driver is coerced into participating in a high-stakes robbery under a strict time constraint.,🍕💣🚗🕒🏃‍♂️🎒💰🏠🚔💥,"A pizza delivery driver is kidnapped by two aspiring criminals and fitted with an explosive device, forcing him to rob a bank within a set timeframe to survive.","Action, Adventure, Comedy",2011,"Columbia Pictures, Red Hour, MRC",5.776,1834,United States of America,"English, German, Spanish",https://image.tmdb.org/t/p/w500/12VgS5G6OG7ANKrSbhtUD2POHb8.jpg,https://www.youtube.com/watch?v=_o8u4pIf3Hs,"Two fledgling criminals kidnap a pizza delivery guy, strap a bomb to his chest, and advise him that he has mere hours to rob a bank or else...",83,28000000,40500000,1.7469
Dark Angel,"Action, Sci-Fi, Thriller",1990-09-28,Epic Productions,55,N/A,A law enforcement officer and an associate track an extraterrestrial visitor responsible for a sequence of occurrences in a metropolitan environment.,👮‍♂️👽🌃🧪🔫💥🚔🛸🏙️🧤,An investigation into a series of unexplained deaths leads a narcotics detective to discover a non-terrestrial entity that harvests biological components from human hosts for profit.,"Action, Thriller, Science Fiction",1990,"Vision International, Vision PDG, Epic Productions, Trans World Entertainment",6,364,United States of America,English,https://image.tmdb.org/t/p/w500/zwsesgAluQKDmdAA2nhlEc4FhFd.jpg,https://www.youtube.com/watch?v=pqYFgmZkUtQ,"Jack Caine is a Houston vice cop who's forgotten the rule book. His self-appointed mission is to stop the drugs trade and the number one supplier Victor Manning. While involved in an undercover operation to entrap Victor Manning, his partner is killed, and a sinister newcomer enters the scene...",91,7000000,9200000,2.4267
The Russia House,"Thriller, Drama, Espionage",1990-12-19,MGM,77,N/A,A British publisher becomes embroiled in intelligence operations after receiving an unauthorized manuscript regarding Soviet defense capabilities.,📜🇷🇺🕵️‍♂️✈️💼🤝❄️🔍🖋️🌐,"Based on the John le Carré novel, the narrative follows a London-based book publisher who is recruited by British and American intelligence agencies to verify the authenticity of sensitive documents smuggled out of the Soviet Union through a complex personal intermediary.","Drama, Thriller, Romance",1990,"Star Partners III, Studio Trite, MGM-Pathé Communications, Metro-Goldwyn-Mayer",6.1,330,"United States of America, Soviet Union","English, Russian",https://image.tmdb.org/t/p/w500/fFvwQGcpEdXkuPJaS15Xtl6h6P4.jpg,https://www.youtube.com/watch?v=jjc45BEvnHY,"Barley Scott Blair, a Lisbon-based editor of Russian literature who unexpectedly begins working for British intelligence, is commissioned to investigate the purposes of Dante, a dissident scientist trapped in the decaying Soviet Union that is crumbling under the new open-minded policies.",118,21800000,22997992,1.2043
Intruder,"Slasher, Horror, Mystery",1989-05-12,International Video Entertainment,6,N/A,Employees of a grocery store remain late to finalize inventory while an unauthorized presence navigates the aisles.,🛒🔪🔦🩸🏢📦🌃🔒🌑📼,"After a grocery store chain announces a permanent closure, the night shift staff encounters a series of lethal threats within the confines of the warehouse and retail space.","Horror, Mystery",1989,"Beyond Infinity, Full Moon Features, Phantom Productions, Empire Pictures",6.266,312,United States of America,English,https://image.tmdb.org/t/p/w500/pib25gFtNCShcyRpFvp1jrcJ1Xk.jpg,https://www.youtube.com/watch?v=sM5Vd91bDR0,The overnight stock crew of a local supermarket find themselves being stalked and slashed by a mysterious maniac.,88,130000,,0.9538
Coriolanus,"Drama, War, Thriller",2011-12-02,Icon Productions,92,N/A,A decorated military strategist experiences social isolation and eventual political exile following his transition into the public sphere.,⚔️🏛️🛡️🇮🇹🎭🩸📉📜🚶‍♂️👤,"An adaptation of the Shakespearean tragedy, the narrative follows a renowned Roman general whose disdain for the populace leads to a volatile political downfall and an subsequent alliance with a former adversary.","Drama, Thriller",2011,"BBC Film, Synchronistic Pictures, Icon Entertainment International, Lipsync Productions, Atlantic Swiss Productions, Hermetof Pictures, Magna Films, Kalkronkie, Artemis Films, Lonely Dragon, Magnolia Mae Films",5.849,495,"Italy, Montenegro, Serbia, United Kingdom",English,https://image.tmdb.org/t/p/w500/6W6In8IUJMkxB8aBipulho6QLDd.jpg,https://www.youtube.com/watch?v=bsYrGIQnmxo,"Caius Martius, aka Coriolanus, is an arrogant and fearsome general who has built a career on protecting Rome from its enemies. Pushed by his ambitious mother to seek the position of consul, Coriolanus is at odds with the masses and unpopular with certain colleagues. When a riot results in his expulsion from Rome, Coriolanus seeks out his sworn enemy, Tullus Aufidius. Together, the pair vow to destroy the great city.",123,7700000,1072602,1.7906
Splinter,"Horror, Sci-Fi, Thriller",2008-10-31,Magnet Releasing,73,N/A,A group of individuals find themselves isolated within a remote structure while contending with an unconventional biological entity.,⛽🌵🦠🔬🩸🚐🏚️🦴✂️⚠️,"Trapped in a gas station by an invasive, parasitic organism that reanimates its hosts, a young couple and a fugitive must cooperate to survive the night as their surroundings are systematically compromised by the shifting biomass.","Horror, Thriller, Crime, Science Fiction",2008,"Indion Entertainment Group, ContentFilm International, Kish Productions, Expedition Films",6.17,792,United States of America,English,https://image.tmdb.org/t/p/w500/7L6wgAPHtBUbJorBv5Kx8238a0h.jpg,https://www.youtube.com/watch?v=LYfvKLhG4Iw,"When their plans for a nature trip go awry, Polly and boyfriend Seth decide to check into a motel. On their way, they're carjacked and kidnapped by low-rent crooks Dennis and Lacey, who take the victims and their SUV to a nearby gas station. Along the way, they encounter an increasingly terrifying horde of parasites, and if any of them intend to survive, they'll have to outsmart the deadly organisms.",82,,124191,1.5682
The Quiet,"Thriller, Drama, Mystery",2005-09-12,Sony Pictures Classics,32,N/A,A young woman moves in with a family after a personal loss and discovers the hidden dynamics governing their household.,🤫🏠🗝️♟️🎭🏚️🧊📓🔇⚠️,"A deaf teenager is taken in by her godparents following her father's death, gradually uncovering the unsettling secrets and internal power structures held within their suburban home.","Drama, Thriller",2005,"Burnt Orange Productions, Andrea Sperling Productions, Holly Wiersma Productions, Joel Michaely Productions",6.103,292,United States of America,English,https://image.tmdb.org/t/p/w500/lXIuHcRGCRk0YBOi41MCHMvGst5.jpg,https://www.youtube.com/watch?v=lAXi9ITMpOw,"After her widowed father dies, deaf teenager Dot moves in with her godparents, Olivia and Paul Deer. The Deers' daughter, Nina, is openly hostile to Dot, but that does not prevent her from telling her secrets to her silent stepsister, including the fact that she wants to kill her lecherous father.",96,900000,381420,1.9843
Stockholm,"Crime, Drama, Comedy",2018-04-12,Smithfield Street Productions,68,N/A,A bank robbery in 1973 leads to an unconventional interpersonal dynamic between a captor and those held within the building.,🏦🔫⏳💼🎭🤝🕰️📉🫂🗝️,"Based on the 1973 Norrmalmstorg bank robbery, the narrative explores the psychological developments that occurred between a perpetrator and his hostages, ultimately giving rise to a well-known behavioral phenomenon.",Animation,2018,,,,,,https://image.tmdb.org/t/p/w500/1CZ2QfAVMi0ol8aGoeRbKQpfoiL.jpg,,"A dead tree with creaking branches in the wind, two naked people in the snow, and a dog wearing a fur coat. Welcome to the freezing world of ""Stockholm"" and the story of an animal that wanted to be human.",6,,,0.8085
The Tale of Despereaux,"Animation, Adventure, Fantasy","December 19, 2008",Universal Pictures,24,N/A,An unconventional rodent deviates from his societal norms to pursue a connection with royalty within a vast architectural structure.,🐭🏰🏰🏰🛡️🧀🕯️🎭📖✨,"A computer-animated adaptation of Kate DiCamillo's novel concerning a small mouse, a rat, and a servant girl whose lives intersect within the kingdom of Dor.","Adventure, Animation, Family",2008,Larger Than Life Productions,6.147,1013,"United Kingdom, United States of America",English,https://image.tmdb.org/t/p/w500/6bBzgQ1uJabDHeGR9QvKrHvHYzG.jpg,https://www.youtube.com/watch?v=I7b-Vfz0ga4,"Once upon a time... in the far away kingdom of Dor... lived a brave and virtuous mouse with comically oversized ears who dreamt of becoming a knight. Banished from his home for having such lofty ambitions, Despereaux sets off on an amazing adventure with his good-hearted rat friend Roscuro, who leads him, at long last, on a very noble quest to rescue an endangered princess and save an entire kingdom from darkness.",93,60000000,87000000,1.7648
The Sea of Trees,"Drama, Mystery",2015-08-26,Bloom,19,N/A,An American man travels to a forested region in Japan with the intention of reflecting on his life's path.,🌲🌲🌫️🚶‍♂️🏛️🇯🇵🧭🪦🕯️🌧️,"An American man enters Aokigahara Forest with the intent to end his life, where he encounters a local man who has lost his way, leading to a journey of shared introspection and survival.",Drama,2016,"Waypoint Entertainment, Bloom, Netter Productions",6.205,541,United States of America,"Japanese, English",https://image.tmdb.org/t/p/w500/gmVGIEfzxupZUTer1Z5n80CHFnD.jpg,https://www.youtube.com/watch?v=PQvC9V1eLsE,"In Japan's Aokigahara Forest, a troubled teacher meets a mysterious lost stranger who takes him on a life-changing journey of love and redemption.",110,25000000,909000,1.4166
The Sacrament,"Horror, Thriller, Found Footage",2013-09-02,Worldview Entertainment,64,N/A,Journalists document the activities of an isolated rural community and their charismatic leader during a visit to a remote compound.,📹🎙️⛪🌲👤🔍🎞️🕯️🏘️🚫,"A documentary crew travels to a secluded settlement to investigate a reclusive community, resulting in a recorded account of deteriorating social stability within the group.","Horror, Thriller",2014,"Worldview Entertainment, Arcade Pictures",5.973,493,United States of America,English,https://image.tmdb.org/t/p/w500/thdioQOYqqusDUfT6trgwMIoNaQ.jpg,https://www.youtube.com/watch?v=pdROBLUzXS8,"Two journalists set out to document their friend's journey to reunite with his estranged sister. They track her to an undisclosed location where they are welcomed into the remote world of ""Eden Parish,"" a self-sustained rural utopia composed of nearly two hundred members and overseen by a mysterious leader known only as ""Father."" It quickly becomes evident to the newcomers that this paradise may not be as it seems. Eden Parish harbors a twisted secret. What started as just another documentary shoot soon becomes a fight for survival.",99,4000000,9221,1.2905
Finding 'Ohana,"Adventure, Family, Comedy",2021-01-29,Netflix,81,N/A,Two siblings from the mainland relocate to a Pacific island and attempt to recover a long-lost familial heirloom.,🏝️🗺️🎒📜🔦🔍🤿🌺🌅🧭,"While visiting Oahu, two Brooklyn-raised siblings discover a journal pointing to long-lost treasure, leading them on an adventure with new friends that forces them to reconnect with their Hawaiian heritage.","Adventure, Action, Comedy, Family",2021,Ian Bryce Productions,6.24,450,United States of America,"English, Spanish",https://image.tmdb.org/t/p/w500/tTWl37oAYRXS3D5mEHmjveXXyrN.jpg,https://www.youtube.com/watch?v=FTqLUEpWqEc,"Two Brooklyn siblings' summer in a rural Oahu town takes an exciting turn when a journal pointing to long-lost treasure sets them on an adventure, leading them to reconnect with their Hawaiian heritage.",123,,,1.6772
Multiplicity,"Comedy, Sci-Fi",1996-07-12,Columbia Pictures,46,N/A,An overburdened individual utilizes experimental technology to create biological replicas of himself to manage professional and domestic obligations.,🧬👔🏢🛠️😵‍💫🎭👔💼🧬🔄,"A harried construction supervisor attempts to balance his career and family life by utilizing a cloning procedure to generate duplicates who inevitably develop distinct, dysfunctional personality traits.","Comedy, Fantasy, Science Fiction, Romance",1996,Columbia Pictures,5.8,600,United States of America,English,https://image.tmdb.org/t/p/w500/rlG2vi85uSEwWigVTtqDecVFTxR.jpg,https://www.youtube.com/watch?v=SH2XDPI5664,"Construction worker Doug Kinney finds that the pressures of his working life, combined with his duties to his wife Laura and daughter Jennifer leaves him with little time for himself. However, he is approached by geneticist Dr. Owen Leeds, who offers Doug a rather unusual solution to his problems: cloning.",117,45000000,21075014,2.0874
The Two Jakes,"Mystery, Neo-noir, Crime",1990-08-10,Paramount Pictures,6,N/A,A private investigator is drawn into a complex real estate dispute that mirrors events from his past professional history.,🕵️‍♂️⚖️🎞️🥃🚗🖋️🏢🏙️💼📜,"Set in 1948 Los Angeles, private detective J.J. Gittes finds himself entangled in a murder investigation involving a local developer, unearthing long-buried secrets from a previous case.","Crime, Drama, Mystery, Romance",1990,Paramount Pictures,5.982,274,United States of America,English,https://image.tmdb.org/t/p/w500/49DSKcjPUdLjzyMpf8OIKep0cLN.jpg,https://www.youtube.com/watch?v=WWbiQAr8miI,"Real estate developer Jake Berman hires private investigator and war veteran Jake Gittes for some run-of-the-mill matrimonial work. After Berman shoots his wife's lover, who happens to be his business partner, Gittes is drawn into a web of conspiracy and deceit involving the oil reserves beneath Los Angeles. While investigating, Gittes hears a voice from his past that causes him to revisit a traumatic case in Chinatown.",137,19000000,10005969,1.381
Sniper,"Action, Thriller, War",1993-01-29,TriStar Pictures,45,N/A,A veteran marksman is assigned a tactical operation in the Panamanian jungle alongside a novice spotter.,🎯🌲⛰️🔫🕵️‍♂️🚁📦🎖️🧭📍,"An elite Marine sniper and his inexperienced spotter are tasked with eliminating a rebel leader in the Panamanian jungle, navigating environmental challenges and internal professional conflicts during the mission.","Action, Drama, Thriller",1993,"TriStar Pictures, Iguana Producciones, Baltimore Pictures, Sniper Productions",6.2,472,"Peru, United States of America",English,https://image.tmdb.org/t/p/w500/ayYsC7Jp2BxhCLWghOBWzZlO4FI.jpg,https://www.youtube.com/watch?v=id4md3teqGo,Tough guy Thomas Beckett is a US Marine working in the Panamanian jungle. His job is to seek out rebels and remove them using his sniper skills. Beckett is notorious for losing his partners on such missions. This time he's accompanied by crack marksman Richard Miller.,98,,18994652,2.3218
Out for Justice,"Action, Crime, Thriller",1991-04-12,Warner Bros.,34,N/A,A dedicated law enforcement officer pursues a personal vendetta against a violent criminal operating within his urban jurisdiction.,👮‍♂️🏙️🔫👊💥🕶️🧥🚓💼🥃,A Brooklyn police detective attempts to navigate complex underworld alliances while tracking down a volatile former associate responsible for the death of a close acquaintance.,"Action, Crime, Drama, Thriller",1991,"Arnold Kopelson Productions, Seagal/Nasso Productions, Warner Bros. Pictures",6.153,509,United States of America,"English, Italian, Spanish",https://image.tmdb.org/t/p/w500/nmfM1diysOyrX4JbvwS7uOomyes.jpg,https://www.youtube.com/watch?v=CWWgwldxwII,Gino Felino is an NYPD detective from Brooklyn who knows everyone and everything in his neighborhood. Killing his partner was someone's big mistake... because he's now out for justice.,91,14000000,39673161,2.798
The Final Cut,"Sci-Fi, Thriller, Drama",2004-10-15,Lionsgate,33,N/A,A professional responsible for editing the visual records of deceased individuals discovers a discrepancy involving his own past.,🧠💾🎞️🕵️‍♂️📼⏳📺💽📉📽️,"In a future where human memories can be recorded and replayed via an implanted device, an editor specializing in creating commemorative biographies for the departed confronts a conflict regarding the authenticity of a recovered archival file.","Drama, Mystery, Science Fiction, Thriller",2004,"Lionsgate, Cinerenta, Industry Entertainment Partners",6.083,769,"Germany, United States of America",English,https://image.tmdb.org/t/p/w500/hZ1G1uuZ1etwEhogwMDkXQRGWAO.jpg,https://www.youtube.com/watch?v=EM5MzCAZ3OY,"Set in a world with memory implants, Alan Hakman is a 'cutter'—someone with the power of final edit over people's recorded histories—but his latest assignment puts him in great danger.",95,,3222439,1.8446
I Kill Giants,"Drama, Fantasy, Adventure",2017-09-09,Man of Action Studios,77,N/A,An adolescent girl utilizes elaborate defensive strategies to cope with the challenges of her external environment.,👧🔨🏔️🏫🎒🌫️🌀🎭📚🌌,"An eccentric teenage girl living in a suburban town struggles to balance her difficult home life with her self-imposed mission of defending her community from mysterious, giant beings.","Fantasy, Drama",2017,"XYZ Films, 1492 Pictures, Having Me Films, Ocean Blue Entertainment, uFund, Man of Action Entertainment, Adonis Production, Parallel Films, uMedia",6.175,1250,"Belgium, United Kingdom, United States of America, Ireland",English,https://image.tmdb.org/t/p/w500/cvit6HDbXHE6W5kGPd47jd0wthQ.jpg,https://www.youtube.com/watch?v=n7Jg-eo8nBo,"Sophia, a new high school student, tries to make friends with Barbara, who tells her that “she kills giants,” protecting this way her hometown and its inhabitants, who do not understand her strange behavior.",106,15100000,,1.8074
The Seasoning House,"Horror, Thriller, War",2012-09-21,Sterling Pictures,60,N/A,A vulnerable individual living within a confined military structure discovers an opportunity to alter their circumstances through covert observation.,🏚️⛓️🪖🌫️🕯️🤫🧤🔦🕰️🩸,"Set during a conflict in the Balkans, a mute girl tasked with serving soldiers in a remote brothel begins to devise a plan of retribution against those who have harmed her and others trapped within the facility.",Horror,2012,"Templeheart Films, Sterling Pictures, Filmgate Films",6.295,275,United Kingdom,"French, English",https://image.tmdb.org/t/p/w500/6AJQlfKsaNuWM1uCpXwLzYk6vx4.jpg,https://www.youtube.com/watch?v=rnmt2IJtbYY,"The Seasoning House - where young girls are prostituted to the military. An orphaned deaf mute is enslaved to care for them. She moves between the walls and crawlspaces, planning her escape. Planning her ingenious and brutal revenge.",89,,,1.5819
The Decoy Bride,"Comedy, Romance",2011-12-26,Ecosse Films,45,N/A,A celebrity couple attempts to evade public scrutiny by organizing a clandestine wedding ceremony on a remote island.,💍🎬🏴󠁧󠁢󠁳󠁣󠁴󠁿✍️📸🎭💒☁️🤫,"When an international film star and his bride-to-be are hounded by paparazzi, a local woman is recruited to impersonate the bride, leading to a series of unexpected personal entanglements in the Scottish Hebrides.","Drama, Comedy, Romance",2011,"Scottish Screen, Isle of Man Film, CinemaNX, Ecosse Films",5.968,248,United Kingdom,"English, Gaelic",https://image.tmdb.org/t/p/w500/cLFecF4VfzuVXjQBnoo9sCDuTqW.jpg,https://www.youtube.com/watch?v=rzKabVjQFQQ,A local woman is hired to draw paparazzi away from a Hollywood actress who has come to Scotland to get married.,89,,,0.9435
The Car,"Horror, Thriller, Action",1977-05-13,Universal Pictures,5,N/A,A mysterious automobile terrorizes the inhabitants of a small desert community through a series of calculated confrontations.,🚗🏜️🕶️🌵🚔🛣️⚙️⚠️🎞️👤,"In a remote town in the high desert of Utah, a black, custom-built automobile begins a spree of unexplained vehicular violence against local residents, prompting a showdown with the town sheriff.","Horror, Action, Thriller, Mystery",1977,"Universal Pictures, Hollywood Road Films",6.36,324,United States of America,English,https://image.tmdb.org/t/p/w500/gFM9yMrO4fQMiG440Lx6bazB517.jpg,https://www.youtube.com/watch?v=PoAD3kUmN9s,"The Utah community of Santa Ynez is being terrorized by a mysterious black coupe that appears out of nowhere and begins running people down. After the car kills off the town sheriff, Captain Wade Parent is determined to stop the murderous driver.",96,,,2.0432
Hobo with a Shotgun,"Action, Thriller, Comedy",2011-03-25,Rhombus Media,63,N/A,An transient individual arrives in a decaying urban environment and takes up arms to confront systemic corruption.,🚂🔫🏙️🩸🌆🔥⚖️🛠️🧥💀,A transient man arrives in a lawless city controlled by a crime syndicate and decides to execute vigilante justice to restore order.,"Crime, Action, Thriller",2011,"Rhombus Media, Whizbang Films, Yer Dead",5.911,693,"Canada, United States of America",English,https://image.tmdb.org/t/p/w500/xxMaO7VoN2BnZit79PedVHnTjcO.jpg,https://www.youtube.com/watch?v=ssHEAOrAdCU,"A vigilante homeless man pulls into a new city and finds himself trapped in urban chaos, a city where crime rules and where the city's crime boss reigns. Seeing an urban landscape filled with armed robbers, corrupt cops, abused prostitutes and even a pedophile Santa, the Hobo goes about bringing justice to the city the best way he knows how - with a 20-gauge shotgun. Mayhem ensues when he tries to make things better for the future generation. Street justice will indeed prevail.",86,3000000,748453,1.2758
ATL,"Coming-of-age, Drama",2006-03-31,Warner Bros. Pictures,6,N/A,Four adolescents navigate the transition into adulthood while frequenting a local institution that serves as a community anchor.,⛸️🌆🎓👟🎶🤝🎒🚧📍📻,"Set in Atlanta, the film follows a high school senior and his three best friends as they face the challenges of impending graduation, economic instability, and interpersonal conflict while spending their weekends at a roller skating rink.","Drama, Comedy, Crime, Romance",2006,Warner Bros. Pictures,6.9,171,United States of America,English,https://image.tmdb.org/t/p/w500/wi9VRukGburXfDwDKqcQQdgFK5S.jpg,https://www.youtube.com/watch?v=jHi9GK7fvkE,"As four friends prepare for life after high school, different challenges bring about turning points in each of their lives. The dramas unfold and resolve at their local rollerskating rink, Cascade.",107,20000000,21170563,1.8202
Extract,Comedy,2009-09-04,Miramax,50,N/A,A business owner navigates the complications arising from a workplace accident and a series of personal misunderstandings.,🏭💼👔📋🧪💸📉🎭🏢🕒,"A dark comedy centering on the owner of a flavor extract manufacturing plant who contends with employee negligence, a potential business sale, and a personal crisis involving his marriage.",Comedy,2009,"Miramax, Ternion Pictures",5.841,676,United States of America,English,https://image.tmdb.org/t/p/w500/cjen0vxjybwItQPH3NNCJuME2MY.jpg,https://www.youtube.com/watch?v=mgIJjka3PK8,"The owner of a factory that produces flavor extracts, Joel Reynold seems to have it all, but really doesn't. What's missing is sexual attention from his wife, Suzie. Joel hatches a convoluted plan to get Suzie to cheat on him, thereby clearing the way for Joel to have an affair with Cindy, an employee. But what Joel doesn't know is that Cindy is a sociopathic con artist, and a freak workplace accident clears the way for her to ruin Joel forever.",92,8000000,10848783,1.5966
The House by the Cemetery,"Horror, Mystery",1981-08-14,Fulvia Film,6,N/A,A family relocating to a secluded residence in New England encounters structural anomalies and the remnants of a previous occupant's research.,🏠⚰️📜🗝️🏚️🌑🔬🕯️🩸🔍,"A research scholar and his family move into an isolated estate in rural Massachusetts to investigate the mysterious death of a colleague, only to discover a malevolent entity residing within the building's basement.","Horror, Mystery",1981,Fulvia Film,6.307,440,Italy,Italian,https://image.tmdb.org/t/p/w500/yNUXcoopDqshs5xd2lOwUl1g4Df.jpg,https://www.youtube.com/watch?v=vUz4pcV0oeQ,"After a doctor kills his mistress and himself while researching the mysterious previous owner of his Boston home, his colleague, Dr. Norman Boyle, takes over his studies and moves his family into the Boston mansion. Soon after, Boyle's young son Bob becomes plagued by visions of a young girl, who warns him of the danger within the house.",87,785000,1845819,1.2771
Little Buddha,Drama,1993-12-08,Miramax,6,N/A,"A young child in Seattle is identified as a potential successor to a historical religious figure, leading to a dual narrative exploring the life of Siddhartha Gautama.",🧘‍♂️✨📜🏔️👶🕯️🗺️🌏🎭⛩️,"Directed by Bernardo Bertolucci, the film interweaves the contemporary search for a reincarnated lama with the historical life cycle and spiritual development of Siddhartha Gautama.","Drama, History",1993,"Recorded Picture Company, CiBy 2000, Serprocor Anstalt, TAO Film",6.279,448,"France, Italy, Liechtenstein, United Kingdom",English,https://image.tmdb.org/t/p/w500/xy70xtdoKZ3PxlKkakwdhL3UFDQ.jpg,https://www.youtube.com/watch?v=x0he3DnxGbM,"After the death of Lama Dorje, Tibetan Buddhist monks find three children — one American and two Nepalese — who may be the rebirth of their great teacher.",123,35000000,4900000,2.2464
The Tailor of Panama,"Spy, Thriller, Drama",2001-03-30,Columbia Pictures,77,N/A,A bespoke clothing artisan becomes an unwilling informant for a foreign intelligence operative in the Canal Zone.,👔👓📜🇵🇦🕵️‍♂️💼🎭🤫⛈️📉,"Based on the novel by John le Carré, the film follows a disgraced British intelligence officer who coerces a tailor with a checkered past into fabricating political intelligence about the administration of the Panama Canal.","Drama, Thriller",2001,"Merlin Films, Columbia Pictures",6.003,541,"Ireland, United States of America","English, Spanish",https://image.tmdb.org/t/p/w500/na80ysnoCvoxwGTMWCWYvnmaDlz.jpg,https://www.youtube.com/watch?v=if887QzvTiw,"A British spy is banished to Panama after having an affair with an ambassador's mistress. Once there he makes connection with a local tailor with a nefarious past and connections to all of the top political and gangster figures in Panama. The tailor also has a wife, who works for the Panamanian president and a huge debt. The mission is to learn what the President intends to do with the Canal.",109,21000000,28000000,4.7929
Snow White: A Tale of Terror,"Dark Fantasy, Horror, Drama",1997-08-24,Interscope Communications,60,N/A,A young woman navigates a hostile domestic environment following the introduction of a new authority figure in her household.,🍎🌲🏰🪞🕯️💀🏔️👗⛈️🗝️,"A grounded, gothic reinterpretation of the classic fairy tale that removes the fantastical elements in favor of a psychological exploration of familial conflict, inheritance, and survival in the wilderness.","Fantasy, Horror",1997,"Interscope Communications, PolyGram Filmed Entertainment",6.1,289,United States of America,English,https://image.tmdb.org/t/p/w500/qoFccaw3SVzIFLRWAacFE3cyiig.jpg,https://www.youtube.com/watch?v=Z0qbe5_Cqt0,"When young Lili's mother dies in childbirth, her father remarries Lady Claudia, a woman ruled by an evil mirror with the power to make her queen of all living things.  After escaping an attempt on her life, Lili finds herself lost in a dark forest, where living happily ever after seems unlikely.",100,26000000,,1.5063
Undisputed,"Action, Drama, Sport",2002-08-23,Miramax Films,62,N/A,Two men with contrasting professional backgrounds navigate the power dynamics within a high-security correctional facility.,🥊⛓️⚖️🏟️🏋️‍♂️🧱🤝⛓️💼📉,"A boxing champion convicted of a felony is incarcerated in a maximum-security prison, where he is maneuvered into a competitive confrontation with the facility's reigning undefeated pugilist.","Action, Drama, Crime",2002,"Miramax, Amen Ra Films",6.507,822,"United States of America, Germany, Japan",English,https://image.tmdb.org/t/p/w500/q8smM97IBBEWmkaUCmkPqysh7k7.jpg,https://www.youtube.com/watch?v=AKu7CigaE3A,"Monroe Hutchens is the heavyweight champion of Sweetwater, a maximum security prison. He was convicted to a life sentence due to a passionate crime. Iceman Chambers is the heavyweight champion, who lost his title due to a rape conviction to ten years in Sweetwater. When these two giants collide in the same prison, they fight against each other disputing who is the real champion.",96,20000000,14946150,3.9788
Moonwalker,"Musical, Fantasy, Anthology",1988-10-29,Warner Bros.,33,N/A,A collection of interconnected musical sequences and narrative segments centered around the performer's public persona.,🕺✨🌙🎶📽️🎩🛸🌃💼🎭,Moonwalker is an experimental anthology film consisting of various musical segments and a central narrative in which a prominent entertainer utilizes supernatural abilities to confront a criminal antagonist and rescue children.,"Fantasy, Music",1988,"Ultimate Productions, Will Vinton Productions, The Michael Jackson Company, Lorimar Motion Pictures, Warner Bros. Pictures",7.091,660,United States of America,English,https://image.tmdb.org/t/p/w500/3GwTPQkAcgDeAirRpEuJG8HDdRz.jpg,https://www.youtube.com/watch?v=muOfjiMAIKw,This fantastical movie inspired by the music of Michael Jackson features imaginative interpretations of hit tracks from the iconic 1987 album “Bad”.,93,22000000,67000000,12.2364
Captain Alatriste,"Action, Adventure, Drama, History",2006-09-01,Telecinco Cinema,65,N/A,A veteran soldier of the Spanish Empire navigates the political decline and shifting alliances of the seventeenth century.,⚔️📜🏰🎭🇪🇸🧥💼🖋️🐎🗺️,"Set in seventeenth-century Spain, the narrative follows Diego Alatriste, a cynical soldier-for-hire who navigates the internal decay and imperial decline of the Spanish court while attempting to survive through various military and political assignments.",Action,2006,"Estudios Picasso, NBC Universal Global Networks, Origen Producciones Cinematograficas, 20th Century Fox",5.852,256,Spain,Spanish,https://image.tmdb.org/t/p/w500/hQ4b8dXp0uCqslHm0jOvjw4BNUe.jpg,https://www.youtube.com/watch?v=SHYEjR6N3OM,"In 17th century Spain Diego Alatriste, a brave and heroic soldier, is fighting in his King's army in the Flandes region. His best mate, Balboa, falls in a trap and, near to death, asks Diego to look after his son and teach him to be a soldier.",145,24000000,23321954,1.4057
Running with Scissors,"Comedy, Drama",2006-10-27,TriStar Pictures,28,N/A,A young man navigates an unconventional upbringing within the household of an eccentric psychiatrist during the 1970s.,✂️🧠💊🏠📅📜🚗🎭🛋️👤,"Based on the memoir by Augusten Burroughs, the narrative follows a teenager sent to live with his mother's unconventional therapist, exploring the complexities of family dynamics and personal development in a non-traditional environment.","Drama, Comedy",2006,"TriStar Pictures, Plan B Entertainment",5.8,261,United States of America,English,https://image.tmdb.org/t/p/w500/pbWUFYyyZzawsYljkbIKmDxQN8Y.jpg,https://www.youtube.com/watch?v=vYOzcty_81M,"Young Augusten Burroughs absorbs experiences that could make for a shocking memoir: the son of an alcoholic father and an unstable mother, he's handed off to his mother's therapist, Dr. Finch, and spends his adolescent years as a member of Finch's bizarre extended family.",122,12000000,6754898,0.8987
