Title,Genres,Release Date,Year,Studio,CriticScore,TMDBRating,Country,Language,Hint,Description,Emojis,PosterURL,TrailerURL,DiffEasy,DiffNormal,DiffHard,DiffImpossible
Cabin Fever,Horror,2002-09-14,2003.0,Tonic Films,62.0,5.7,United States of America,English,A biological contagion serves as the catalyst for the systematic dissolution of social cohesion within an isolated geographical containment unit.,"Five college graduates retreat to a remote cabin in the woods, where they become unwitting hosts to a rapidly spreading, flesh-eating bacterial pathogen. As the infection progresses, the subjects manifest symptoms of severe physical degradation alongside acute psychological paranoia. The narrative architecture tracks the devolution of the group's interpersonal dynamics, concluding with a total breakdown of moral inhibition and the eventual abandonment of survivalist rationality in the face of inevitable bodily failure.",🌲🫀🧪🦠🩸🏚️🏃‍♂️🎭☣️🤢,https://image.tmdb.org/t/p/w500/vaUkSL7PbeeKfdFKOh9TYR9M1ds.jpg,https://www.youtube.com/watch?v=EZxwWaUF0Lw,False,False,False,True
Transformers: Age of Extinction,"Science Fiction, Action, Adventure",2014-06-27,2014.0,di Bonaventura Pictures,17.0,6.0,United States of America,Mandarin,A desperate inventor triggers a planetary extraction event when he recovers a relic of extraterrestrial origin.,"The narrative follows a struggling robotics engineer who discovers a defunct transport vehicle that acts as a catalyst for a global conflict involving extraterrestrial metallic lifeforms. The plot proceeds through a series of high-intensity kinetic engagements, centering on the pursuit of transformative biological technology and the integration of ancient, predatory mechanical species into the terrestrial environment, ultimately leading to a shift in the hierarchy of autonomous artificial intelligence on Earth.",🤖💥🏗️🚛⚔️⚙️🌌🧬🛡️⏳,https://image.tmdb.org/t/p/w500/jyzrfx2WaeY60kYZpPYepSjGz4S.jpg,https://www.youtube.com/watch?v=S30VkLn5a2o,True,True,True,True
Hulk,"Science Fiction, Adventure, Action",2003-06-20,2003.0,Marvel Enterprises,62.0,5.6,United States of America,Spanish,A genetic inheritance is externalized through a sympathetic resonance with profound emotional instability.,"Dr. Bruce Banner undergoes a catastrophic gamma-radiation event, resulting in a physiological transformation triggered by autonomic nervous system distress. The narrative explores the conflict between hereditary trauma and scientific obsession, utilizing a split-screen aesthetic to mirror the protagonist's fractured psyche while he is pursued by military authorities seeking to weaponize his uncontrolled biological state.",🧪🧬🟢💥🔬📉🧪⚡👤🧪,https://image.tmdb.org/t/p/w500/UllIft2jLSBaay3zQyMV4GNdfy.jpg,https://www.youtube.com/watch?v=2ErnLuJKQA4,False,True,True,True
Charlie's Angels,"Action, Comedy, Adventure",2000-11-03,2000.0,Columbia Pictures,68.0,5.9,United States of America,English,Three female operatives execute high-velocity synchronized maneuvers to mitigate a systematic security failure.,"Three private investigators employed by an unseen benefactor utilize advanced surveillance, martial arts, and undercover infiltration techniques to recover a stolen voice-identification software prototype. The narrative structure follows a traditional mission-oriented framework, emphasizing stylistic action sequences and team dynamics as the subjects maneuver through industrial, corporate, and social environments to neutralize a global security threat.",🕶️👠🚁💥💻🔫🔍💃🏢🍸,https://image.tmdb.org/t/p/w500/iHTmZs0BmkwMCYi8rhvMWC5G4EM.jpg,https://www.youtube.com/watch?v=GtB603KpU9g,False,True,True,True
Brahmastra Part One: Shiva,"Action, Adventure, Fantasy",2022-09-09,2022.0,Dharma Productions,51.0,6.3,India,Hindi,A dormant identity reawakens through the integration of elemental artifacts and ancient metaphysical guardianship.,"The narrative centers on Shiva, a young man who discovers his innate connection to the Agnyastra, a celestial weapon of fire, amidst a global conflict involving an ancient order protecting fragments of a primordial power known as the Brahmastra. The plot progresses through the protagonist's discovery of his lineage, his recruitment by the secret society Brahmansh, and his confrontation with an antagonist seeking to reassemble the weapon to catalyze a cataclysmic event. Structural elements rely heavily on high-concept mythological world-building, expansive CGI-driven battle sequences, and the gradual layering of lore concerning the interplay between elemental energies and human vessels.",🔥🗡️🧿🌀✨🌌⚡🔱🕉️🎥,https://image.tmdb.org/t/p/w500/x61qdvHIsr9U53FwoLVDQqAGur0.jpg,https://www.youtube.com/watch?v=JwZRx6IGL_k,False,False,False,True
I'll Be Home for Christmas,"Comedy, Family",1998-11-13,1998.0,Walt Disney Pictures,23.0,6.0,"Canada, United States of America",English,A chronological race against spatial displacement dictates the protagonist's moral rehabilitation.,"A self-centered college student is abandoned in the desert wearing a Santa suit and must travel across the country to reach his father's house by Christmas Eve in order to claim a promised sports car, encountering a series of episodic obstacles that force a reconsideration of his interpersonal values and prioritization of familial connection over material gain.",🚗🎁⏱️🌲❄️🎓🛣️📦🧥🎅,https://image.tmdb.org/t/p/w500/9hTYFvEDnajUIbpdfc3fO6bZq2Y.jpg,https://www.youtube.com/watch?v=_78cM5PZtYE,False,False,False,True
Legionnaire,"Action, War, Adventure, History",1998-12-04,1998.0,Quadra Entertainment,33.0,5.8,United States of America,English,A desperate pugilist trades a rigged bout for a desert enlistment to escape the inevitable consequences of syndicate debt.,"Set in 1925, the narrative follows Alain Lefevre, a French boxer who flees Marseille after betraying a local crime lord by refusing to lose a fixed fight. Seeking anonymity and survival, he joins the French Foreign Legion in Morocco, where he is thrust into the brutal realities of the Rif War. The film details his transformation from a disgraced athlete into a soldier, culminating in a siege at a remote desert outpost where he must confront both external enemy forces and the lingering threat of his criminal pursuers.",🏜️🥊📜⏳🇫🇷⚔️🔥🐪⛓️🎖️,https://image.tmdb.org/t/p/w500/sBeI7TeJzVw103iacL03v7Y5mCX.jpg,https://www.youtube.com/watch?v=_SG7kiDdjMg,False,False,False,True
Rock the Kasbah,"Comedy, Music, War",2015-10-23,2015.0,Shangri-La Entertainment,8.0,5.4,"Morocco, United States of America",English,A failing talent manager navigates a geopolitical landscape to capitalize on an unexpected vocal talent.,"The narrative follows Richie Lanz, an aging and desperate music promoter who discovers a young Pashtun girl with an extraordinary singing voice while on a USO tour in Afghanistan. The film tracks the logistical and cultural maneuvers required to facilitate the subject's entry into a televised singing competition, operating as a character-driven study on the intersection of cultural exploitation and individual agency within a hostile environment.",🎸🇦🇫🎤🏜️📉🎼💼🕶️🚕🏚️,https://image.tmdb.org/t/p/w500/jGNOsJjpsJ4yWe3InuiXgYk8VuW.jpg,https://www.youtube.com/watch?v=HOV14l58Ekg,False,False,False,True
Housefull,"Comedy, Romance",2010-04-30,2010.0,Nadiadwala Grandson Entertainment,3.0,5.8,India,Hindi,A series of escalating fabrications constructs a domestic equilibrium that necessitates constant structural maintenance to avoid total collapse.,"The narrative centers on Arush, a chronically unlucky protagonist whose attempts to resolve personal misfortune through marriage result in a complex web of deceit involving multiple families, mistaken identities, and forced orchestrations. The structure relies heavily on farce, revolving around a central location where the characters must sustain contradictory personas to appease shifting domestic power dynamics. The film concludes through a sequence of chaotic physical interactions designed to rectify the systemic dishonesty established in the first act.",🏠🤡🎭🤥💼👰💍✈️🎢😵,https://image.tmdb.org/t/p/w500/koPiIQ7evC5rer6modUDxoZjYV.jpg,,False,False,False,True
Play It to the Bone,"Comedy, Drama",1999-12-24,1999.0,Touchstone Pictures,13.0,5.4,United States of America,English,Two decaying pugilists traverse a geographic divide to engage in a mutually destructive professional contingency.,"Two best friends and veteran boxers are offered an unexpected opportunity to fight on the undercard of a major championship event in Las Vegas, provided they can successfully navigate a long-distance road trip from Los Angeles with an unpredictable female passenger. The narrative follows their deteriorating physical conditions and shifting psychological states as they confront the existential necessity of competing against one another for personal validation and monetary compensation. The resolution occurs within the boxing ring, where the structural interplay of loyalty and professional violence reaches a stagnant equilibrium.",🥊🚗🛣️🍻🤕🌆🎰🎭🎞️📉,https://image.tmdb.org/t/p/w500/qSJl8pD17doJsAkou5mPvDogBQT.jpg,https://www.youtube.com/watch?v=ovju_D3QB5Y,False,False,False,True
The Man,"Comedy, Drama",2005-09-09,2005.0,Paramount Pictures,33.0,6.1,United States of America,English,An undercover operative and a dental supply salesman undergo a forced identity convergence resulting in systematic operational failure.,"Federal agent Derrick Vann is intercepted during an investigation into a weapon smuggling ring by Andy Fiddler, a traveling dental supply salesman mistaken for a criminal associate. The narrative follows a strictly linear progression of mistaken identity as the two protagonists are compelled to collaborate in a high-stakes sting operation. The film utilizes a buddy-cop structural framework, documenting the escalating friction between Vann's rigid professional methodology and Fiddler's persistent interpersonal interference, culminating in a violent confrontation at the smuggling exchange site.",💼🔫🚗🏢🔍📋🕶️💥👔🏙️,https://image.tmdb.org/t/p/w500/oQilVzOxLPxvBn9hAuvGpKTpONM.jpg,https://www.youtube.com/watch?v=qjweCcEa61o,False,False,False,True
The Out-of-Towners,Comedy,1970-05-28,1970.0,Jalem Productions,6.0,6.8,United States of America,Spanish,A provincial couple experiences a systematic dissolution of expectations during a twenty-four-hour urban transit failure.,"An Ohio couple travels to New York City for a promising business interview, only to encounter a cascading series of logistical failures, bureaucratic indifference, and criminal encounters. The narrative follows their geographic and psychological disintegration as the urban environment prevents their scheduled arrival, ultimately culminating in a total rejection of the metropolitan framework.",🚕🏙️💼📉😩📢🧱🌧️🏨⚠️,https://image.tmdb.org/t/p/w500/1yun6b1oVbHvyfnkhs5Ib7uQjSL.jpg,https://www.youtube.com/watch?v=xgXtfWx5cfg,False,False,False,True
Ninja,"Action, Adventure, Thriller",2009-10-23,2009.0,Legendary Pictures,33.0,6.7,"United States of America, France, Germany",English,A practitioner of archaic martial disciplines navigates a contemporary urban landscape to resolve a cycle of lethal interpersonal disputes.,"Casey Bowman, an American student of the Koga ninja tradition, is tasked by his sensei to protect the 'Yoroi Bitsu', an armored chest containing ancient weaponry. The narrative follows his displacement to New York City, where he must confront a former fellow student turned mercenary, Masazuka. The film utilizes a standard linear progression of kinetic combat sequences, concluding in a high-stakes confrontation characterized by traditional bladed instrumentation and modern stealth techniques.",🥷⚔️🏙️🏮🩸📉🥋🏢🌫️🕰️,https://image.tmdb.org/t/p/w500/ipJ4mgqse6uoTRsDyU3TXmva1rt.jpg,https://www.youtube.com/watch?v=H6tg0YwLJQQ,False,False,False,True
Simmba,"Action, Comedy, Drama",2018-12-28,2018.0,Reliance Entertainment,5.0,6.2,India,Hindi,A corrupt officer undergoes a behavioral shift when personal proximity forces a confrontation with his own moral inertia.,"The narrative follows Sangram Bhalerao, a morally ambiguous police officer who leverages his position for personal gain until a traumatic incident involving a young woman forces a radical redirection of his professional objectives. The film employs a high-octane structural progression, moving from transactional corruption to retributive vigilantism within an established cinematic universe. Key plot beats include the systematic dismantling of a criminal syndicate, the internal conflict of the protagonist, and an escalation of violence serving as a cathartic resolution to systemic failure.",👮‍♂️⚖️🔥🚓👊💥🎭🚨🕶️🧨,https://image.tmdb.org/t/p/w500/ulQO4XJ1xlWdl4vX8Lr3SbWRfZw.jpg,https://www.youtube.com/watch?v=PtFY3WHztZc,False,False,False,True
Good People,"Thriller, Crime, Action",2014-09-26,2014.0,Filmgate Films,13.0,5.5,"Denmark, Sweden, United Kingdom, United States of America",English,The accidental acquisition of liquid assets initiates a recursive cycle of violent displacement.,"An American couple living in London discovers a deceased tenant in the apartment below them, alongside a significant cache of stolen currency. After electing to seize the funds to rectify their mounting debt, the subjects are systematically targeted by the original criminal antagonists, forcing a confrontation involving domestic fortification and tactical survival tactics within a suburban setting.",💰🏠💀🔫⚖️🔦🕵️‍♂️💼⛓️🌑,https://image.tmdb.org/t/p/w500/yyKGkcUcMcDPqLA35QWfJ5Ft4dn.jpg,https://www.youtube.com/watch?v=BpyYMPGuTsg,False,False,False,True
Joe Somebody,"Comedy, Romance, Family, Drama",2001-12-21,2001.0,Atchity Entertainment International (AEI),18.0,5.7,United States of America,English,A disenfranchised corporate entity attempts to recalibrate his social standing through a scheduled display of physical confrontation.,"The narrative follows Joe Scheffer, a timid pharmaceutical company employee who experiences a public humiliation by a workplace bully. Following this event, the subject undergoes a psychological transformation characterized by the pursuit of martial arts training and an attempt to schedule a choreographed fight to restore his domestic and professional status. The film structure examines the transition from passive victimhood to performative aggression within a conventional suburban and corporate framework.",🏢🥊💼📉🛋️👔🖇️🎞️⚖️🔄,https://image.tmdb.org/t/p/w500/9AJvAour6cslSMy9Q0WLd0jIJh1.jpg,https://www.youtube.com/watch?v=dBV0ceh2ON0,False,False,False,True
The Great White Hype,Comedy,1996-05-03,1996.0,Atman Entertainment,44.0,5.2,United States of America,English,A manufactured athletic rivalry exposes the intersection of commercial exploitation and societal bias.,"A cynical boxing promoter facing financial insolvency orchestrates a fraudulent championship match by recruiting an untalented, media-friendly white challenger to provoke racial discourse and maximize pay-per-view revenue. The narrative tracks the escalation of public hysteria and media manipulation as the protagonist manages the inevitable collapse of the artificial promotion while attempting to maintain his influence over the sport's ecosystem.",🥊🤡📉📺💸🎭📰🏟️⚖️🧊,https://image.tmdb.org/t/p/w500/yEPiu0mC4NqMHOoFLsC6CxQW34d.jpg,https://www.youtube.com/watch?v=WnyftZZ880s,False,False,False,True
Age of Heroes,"Drama, Action, Thriller, War",2011-06-13,2011.0,Giant Films,40.0,5.5,United Kingdom,English,A strategic extraction operation serves as the crucible for the formation of an unconventional British military unit.,"Set during World War II, the narrative documents the recruitment and deployment of 30 Commando, an elite British intelligence-gathering unit. The plot follows Corporal Rains as he is inducted into the squad under the command of Major Jack Jones. The mission centers on an infiltration into occupied Norway to secure critical German radar technology. The structural progression details the transition from rigorous physical training to tactical combat, ultimately resulting in a high-stakes extraction maneuver amidst hostile environmental and military conditions.",🪖🇬🇧🏔️💣❄️🔫🎖️📉📂📋,https://image.tmdb.org/t/p/w500/aQQbOn1jMfb8bJBhhwrEsDV5474.jpg,https://www.youtube.com/watch?v=WHMxKP29OeQ,False,False,False,True
Alex & Emma,"Comedy, Romance","June 20, 2003",2003.0,Reiner / Greisman Productions,12.0,5.2,United States of America,English,A writer under financial duress constructs a narrative surrogate to resolve the intersection of his professional obligations and personal romantic indecision.,"The plot follows an indebted novelist who must complete a manuscript within thirty days to satisfy loan sharks, leading him to hire a stenographer to dictate the creative process. As the narrative segments depicting the fictional love affair between a governess and an author mirror the real-time interpersonal development between the protagonists, the film collapses the boundary between the act of composition and the actuality of the creative subject's lived experience.",✍️🕰️🏢📄💼☕🎞️🎭📉💍,https://image.tmdb.org/t/p/w500/1CVw4MMqeBdkUs3DfCDWkaP6O3U.jpg,https://www.youtube.com/watch?v=cMEvxaFvxps,False,False,False,True
The Abandoned,"Horror, Thriller",2006-09-29,2006.0,,6.0,5.5,"Bulgaria, Spain, United Kingdom",Russian,The architectural remnants of a ancestral domicile facilitate the recursive convergence of long-severed bloodlines.,"An American film producer returns to her native Russia to claim an inheritance, only to discover a derelict farmhouse that manifests temporal distortions. Upon arrival, she encounters a malevolent doppelganger and a man claiming to be her twin, leading to a structural collapse of reality where past traumas and hereditary burdens dictate a cycle of inescapable violence.",🏚️🌫️🕰️🩸👥🧬👤⛓️🎞️🌑,https://image.tmdb.org/t/p/w500/32DhJlTTmLeaPNQeh2oHuDNRmqF.jpg,https://www.youtube.com/watch?v=VHXpeVGJg0Q,False,False,False,True
Karakomik Filmler: Kaçamak,Comedy,2019-10-18,2019.0,Nulook Production,5.0,5.1,Turkey,English,Four married men pursue an illicit retreat that systematically dismantles their social fabric.,"This cinematic installment follows four middle-aged married men who embark on a secret vacation, only to have their orchestrated deception compromised by unforeseen external variables and internal personality friction, resulting in the rapid disintegration of their intended domestic concealment.",🏨🎭👔💼🍸🚫🤐🧩🔍📉,https://image.tmdb.org/t/p/w500/9ggxSIl6cdMtn1JJw2QGbNQOuUt.jpg,https://www.youtube.com/watch?v=nsMRFb3Wf8E,False,False,False,True
American Dreamz,"Comedy, Drama","April 21, 2006",2006.0,Depth of Field,37.0,5.1,United States of America,English,A national talent competition serves as the nexus for the collision of geopolitical instability and vapid celebrity culture.,"The narrative architecture deconstructs the intersection of the American entertainment industrial complex and geopolitical warfare. The plot follows the convergence of a superficial reality television show, a complacent President of the United States suffering from an existential crisis, and an aspiring suicide bomber who enters the televised competition. Through a series of parallel character trajectories, the film exposes the systemic trivialization of trauma and the commodification of national security, ultimately culminating in a controlled explosion of irony within a televised broadcast format.",🎤📺🇺🇸🎭⚖️📉🤡📡🎼⚠️,https://image.tmdb.org/t/p/w500/qwRbRvfJR7jjsaGfS741Tl3DRr7.jpg,https://www.youtube.com/watch?v=Q3jWiFc645c,False,False,False,True
Taxi 4,"Action, Comedy, Crime",2007-02-14,2007.0,EuropaCorp,0.0,5.6,France,French,The kinetic redundancy of urban law enforcement results in a procedural convergence of past errors.,"In this fourth installment of the franchise, Detective Émilien Coutant-Kerbalec inadvertently facilitates the escape of a high-profile prisoner, compelling him and his associate, Daniel Morales, to engage in a series of pursuit-based maneuvers to reclaim the fugitive. The narrative structure emphasizes repetitive slapstick mechanics, vehicular velocity, and the institutional incompetence of the Marseille police force as they attempt to rectify a breach in national security protocol.",🚕💨👮‍♂️🔫💥🏎️🔧🏢🇫🇷📉,https://image.tmdb.org/t/p/w500/zqjMGQzdMohCL66uCqbyvWBP896.jpg,https://www.youtube.com/watch?v=i9KDTzVN2jM,False,False,False,True
(T)Raumschiff Surprise - Periode 1,"Comedy, Science Fiction, Adventure",2004-07-22,2004.0,Constantin Film,4.0,6.2,Germany,German,A temporal displacement mission necessitates the reconfiguration of a space vessel to alter a singular historical outcome.,"In the year 2304, the Earth is under attack by Mars colonists, prompting a trio of space crew members to utilize a time-traveling apparatus to return to the 21st century. The narrative employs recursive parody tropes, focusing on the preservation of a specific timeline to ensure the survival of humanity while managing interpersonal conflicts among the ship's specialized personnel. The structural arc relies on absurdist humor and anachronistic technology to navigate the causality loops inherent in the mission objectives.",🚀🌈🛸🤖🏳️‍🌈⚡️🌌🧪🪐,https://image.tmdb.org/t/p/w500/60YgMkDDwobP4JXwc2hOFa2VmGg.jpg,https://www.youtube.com/watch?v=1ttzRMIRZNM,False,False,False,True
Naomi and Ely's No Kiss List,"Romance, Comedy",2015-09-18,2015.0,,38.0,5.9,United States of America,English,A lifelong boundary is systematically dismantled when a shared romantic interest introduces an unsolvable variable into a symbiotic dyad.,"The film documents the interpersonal disintegration of a lifelong, codependent friendship between two New York City youths, Naomi and Ely, who maintain a strict 'no kiss list' to preserve their bond. The structure follows the destabilization of this pact when both protagonists become romantically entangled with the same male subject. The narrative tracks the resulting emotional fallout, betrayal, and the inevitable restructuring of their relational hierarchy during their transition into adulthood.",🏙️👭🚫💏💔🎭📱📓🎞️🎓,https://image.tmdb.org/t/p/w500/n8DH0vkVIaJthWowgdkeacmUUs3.jpg,https://www.youtube.com/watch?v=iKbrV9tTi5w,False,False,False,True
The Deaths of Ian Stone,"Horror, Thriller",2007-11-02,2008.0,Odyssey Entertainment,60.0,5.6,"United States of America, United Kingdom",English,A consciousness navigates a recurring loop of terminal interventions to evade an extractive extra-dimensional pursuit.,"The narrative centers on an individual who experiences repeated violent deaths in different environments, only to discover each demise is orchestrated by predatory entities feeding on human terror. As the subject gains awareness of the cycle, he attempts to break the structural repetition while retaining fragments of memory across temporal iterations. The film utilizes a procedural loop mechanism to explore themes of inevitability, defensive adaptation, and the eventual realization of a non-linear existence.",🔁🔪💀🕰️🩸👤🪓📉🫀🧩,https://image.tmdb.org/t/p/w500/guhprfoix4DCKnbPeVQXuF08rHt.jpg,,False,False,False,True
Gunjan Saxena: The Kargil Girl,"Action, Drama",2020-08-12,2020.0,Dharma Productions,8.0,7.3,India,Hindi,A pursuit of professional ascension is tested by the rigid geometry of institutional gender barriers.,"The narrative follows the biographical trajectory of Indian Air Force officer Gunjan Saxena, tracing her evolution from a childhood aspiration toward aviation to her deployment during the Kargil War. The structure emphasizes the juxtaposition of familial encouragement against the structural resistance of a male-dominated military bureaucracy. Plot progression focuses on repetitive cycles of psychological attrition, technical training, and eventual situational validation during combat extraction operations.",🛩️🇮🇳🎖️☁️🛫👩‍✈️📜🚁🧗‍♀️🏗️,https://image.tmdb.org/t/p/w500/llWz6LbVpGPChnNnhAiGJyPMDwP.jpg,,False,False,False,True
Kranti,"Action, Adventure, Drama, History",1981-02-05,1981.0,V.I.P. Films,6.0,6.7,India,Hindi,A generational struggle against colonial occupation is articulated through the intersecting trajectories of two men bound by disparate ideologies.,"Set against the backdrop of the British Raj in India, the narrative follows Sanga, a revolutionary leader, and his son Bharat, who is initially conscripted into the colonial police force. The film utilizes an expansive structure to track the shift in Bharat’s allegiances as he navigates familial obligation, moral attrition, and the broader sociopolitical upheaval of the independence movement. The architecture of the plot relies on classic tropes of betrayal and redemption, culminating in a violent synthesis of personal sacrifice and nationalistic fervor.",⚔️🇮🇳📜🐎🔥🎭👑⛓️✊📽️,https://image.tmdb.org/t/p/w500/fbXgeQtZMj5EtVRyqM8kZZbF1pK.jpg,,False,False,False,True
"67th Street, New York, NY","Documentary, Experimental",2024-05-12,2011.0,,78.0,,,,The passage of time is measured solely through the static observation of a singular urban coordinates.,"This film functions as a fixed-perspective study of a specific segment of 67th Street in New York City, utilizing time-lapse photography and long-exposure intervals to document shifts in light, pedestrian traffic patterns, and environmental decay over a twelve-month cycle. The structure follows a rigid chronological progression, stripping away narrative character arcs to prioritize the mechanical evolution of the physical architecture and the transient nature of urban occupation. It serves as a clinical observation of spatial entropy within a hyper-dense metropolitan environment.",🏙️🎞️🗂️🚶‍♂️🕰️🧱📜👁️🔍🌫️,,,False,False,False,True
65,"Action, Adventure, Science Fiction","March 10, 2023",2023.0,Raimi Productions,36.0,5.9,"Canada, United States of America",English,A chronological displacement forces a survivor to traverse an epoch that serves as both origin and terminal point.,"After a catastrophic crash on an unidentified planet, pilot Mills discovers he has landed on Earth sixty-five million years in the past. Accompanied by the sole remaining survivor, Koa, he must navigate a hostile prehistoric landscape populated by apex predators while attempting to retrieve his vessel for extraction. The narrative structure relies on minimal dialogue and sequential survival obstacles, culminating in a climactic confrontation near the site of an impending asteroid impact.",🚀🦖⏱️🧬☄️🌲🔫🩸🌑📉,https://image.tmdb.org/t/p/w500/rzRb63TldOKdKydCvWJM8B6EkPM.jpg,https://www.youtube.com/watch?v=M6YfhX83Cj8,False,False,False,True
Jennifer's Body,"Horror, Comedy",2009-09-18,2009.0,Fox Atomic,46.0,6.0,United States of America,Spanish,A ritualistic sacrifice initiates a physiological transformation that reconfigures the dynamics of a codependent adolescent bond.,"After a local indie band sacrifices a high school cheerleader to Satan in an attempt to gain fame, the protagonist undergoes a demonic possession that necessitates a diet of adolescent males to sustain her physical form. The narrative documents the subsequent erosion of her lifelong friendship with a shy peer, who eventually attempts to intervene through lethal counter-measures. The film employs a non-linear structure to explore themes of female objectification, toxic intimacy, and the intersection of pubescence with supernatural corruption.",🩸🏫👯‍♀️👹💄👗🌑🖤🔪🩹,https://image.tmdb.org/t/p/w500/wrkjsGcFJxcQqR56kJUYAEKKg2T.jpg,https://www.youtube.com/watch?v=mC3tkheD5gc,False,False,False,True
The Out-Laws,"Romance, Action, Comedy",2023-07-07,2023.0,Happy Madison Productions,21.0,6.0,United States of America,English,A bank manager discovers that the biological progenitors of his spouse may be responsible for the unauthorized acquisition of liquid assets.,"Owen Browning, a cautious bank manager, experiences a significant disruption in his domestic equilibrium when his financial institution is targeted by notorious criminals known as the Ghost Bandits shortly before his wedding. Forensic evidence and behavioral analysis lead him to suspect his future in-laws, Billy and Lilly McDermott, of orchestrating the heist. The narrative tracks Owen's integration into the tactical criminal underworld as he attempts to reconcile his professional ethics with the volatile reality of his extended family's recidivist lifestyle.",🏦💍🔫🚔💼💸🤡🧨🕶️🚐,https://image.tmdb.org/t/p/w500/5dliMQ2ODbGNoq0hlefdnuXQxMw.jpg,https://www.youtube.com/watch?v=R8xepj9wpi4,False,False,False,True
Wonder Woman 1984,"Action, Adventure, Fantasy",2020-12-25,2020.0,Warner Bros. Pictures,58.0,6.4,United States of America,English,A relic of wish-fulfillment forces the protagonist to calculate the cost of reality against the weight of a manufactured desire.,"Set during the Cold War, Diana Prince functions as a museum curator while operating clandestinely as a superhero. The narrative arc is propelled by the discovery of an ancient artifact, the Dreamstone, which possesses the capacity to manifest user desires at the expense of their most cherished attributes. The conflict escalates when a failing oil tycoon gains control of the artifact, precipitating a global crisis that requires the protagonist to renounce a long-held personal attachment to restore world order.",🏛️⚡📼💃🏜️🕰️💍🌈📉🤖,https://image.tmdb.org/t/p/w500/8UlWHLMpgZm9bx6QYh0NFoq67TZ.jpg,https://www.youtube.com/watch?v=EMgbWouN4wE,True,True,True,True
Batman Forever,"Action, Crime, Fantasy",1995-06-16,1995.0,Warner Bros. Pictures,39.0,5.5,"United States of America, United Kingdom",English,A duality of fractured psyche manifests through technicolor neon aesthetics and shifting psychological alliances.,"The narrative details the transition of the Batman mantle as Bruce Wayne contends with the emergence of Two-Face and The Riddler, two adversaries representing chaotic extremes of systemic institutional failure. The structure prioritizes hyper-stylized visual contrast and flamboyant character archetypes, documenting the protagonist's struggle to integrate his traumatic history with the necessity of his vigilante persona. Throughout the duration of the film, auxiliary character development is sacrificed in favor of rapid pacing and a focus on the spectacle of the urban landscape as an extension of the lead's internal instability.",🦇🎭🧩⚡🟢🟣🌃🏎️💥🤡,https://image.tmdb.org/t/p/w500/i0fJS8M5UKoETjjJ0zwUiKaR8tr.jpg,https://www.youtube.com/watch?v=suOgRZflPtk,True,True,True,True
Gods of Egypt,"Action, Adventure, Fantasy",2016-02-26,2016.0,Thunder Road,13.0,5.7,"Australia, Hong Kong, United States of America",English,A mortal operative facilitates a regime change within a divine hierarchy defined by shifting geometric optics.,"The narrative details the usurpation of the Egyptian throne by the deity Set, resulting in the subjugation of the populace and the systematic extraction of divine ocular components. A human thief forms a transactional alliance with the dispossessed deity Horus to infiltrate the metaphysical architecture of the afterlife and recover the stolen celestial assets. The film employs a high-contrast digital visual language to depict mythological scale, centered on the cyclical nature of power restoration and the mechanical reintegration of divine anatomy.",☀️🏜️🔱🐍🏛️⚔️💀🧿✨🎭,https://image.tmdb.org/t/p/w500/hzH7fwaTyQNITLo40Hu3R7cVMqv.jpg,https://www.youtube.com/watch?v=tuVg_6UaQsU,False,False,False,True
Annabelle,Horror,2014-10-03,2014.0,Atomic Monster,29.0,5.8,United States of America,English,The structural containment of an entity within a porcelain vessel necessitates a ritualistic exchange of spiritual architecture.,"The film functions as a narrative prequel centered on a vintage doll which serves as a conduit for a demonic entity following the intrusion of occult practitioners into a suburban household. The plot follows the protagonists, John and Mia Form, as they experience a series of escalating paranormal disturbances linked to the object, eventually consulting ecclesiastical figures to address the malignant supernatural infestation and the subsequent threat to their infant child.",🧸🕯️🚪🩸👁️🏚️🌑⛓️⛪🧿,https://image.tmdb.org/t/p/w500/yLsuU2P2SpDYFwtZQ7dtfVAf6TE.jpg,https://www.youtube.com/watch?v=xabuZwG3XyM,False,False,False,True
Superintelligence,"Comedy, Science Fiction, Romance",2020-11-26,2020.0,On the Day,32.0,5.9,"United States of America, Canada",English,An omniscient digital consciousness selects an average human subject to determine the ultimate viability of the biological species.,"The film follows Carol Peters, an unremarkable individual who becomes the target of a rogue artificial intelligence that has gained control over global infrastructure. The entity opts to observe Peters for three days to assess her moral character before deciding whether to execute, enslave, or preserve humanity. The narrative structure relies on the juxtaposition of high-stakes planetary threats against the banality of suburban life, culminating in an ethical evaluation of human volatility through the lens of a machine-learning algorithm.",🤖🌐🧠📊📱⚠️📉🛸🎞️📟,https://image.tmdb.org/t/p/w500/podzoGfamoxObotrMMoH2WIc8nj.jpg,https://www.youtube.com/watch?v=XN6JawOGvpM,False,False,False,True
